Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,label
53,24081,1,1,61,156,61,61,61.0,0.0,156,156,156.0,0.0,9011.253685,83.05302936,24081.0,0.0,24081,24081,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,41.52651468,41.52651468,61,156,92.66666667,54.84827557,3008.333333,0,0,0,0,0,0,0,0,1,139.0,61.0,156.0,32,0,0,0,0,0,0,1,61,1,156,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,5,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,5,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0,0,0,64,0,400000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,30750,4,4,140,204,35,35,35.0,0.0,51,51,51.0,0.0,11186.9918699187,260.162601626,4392.8571428572,11536.0014942869,30554,1,30651,10217.0,17612.3586438614,30554,48,48,16.0,25.9807621135,46,1,0,0,0,0,104,128,130.081300813,130.081300813,35,51,42.1111111111,8.4327404271,71.1111111111,0,0,0,0,0,0,0,0,1,47.375,35.0,51.0,104,0,0,0,0,0,0,4,140,4,204,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,102724060,14,3,2541,6,231,0,181.5,98.36333745,6,0,2.0,3.464101615,24.79458074,0.165491901,6420253.75,13200000.0,51400000,49,103000000,7901842.385,14400000.0,51400000,49,103000000,51400000.0,28000000.0,71200000,31600000,0,0,0,0,456,100,0.136287448,0.029204453,0,231,141.5,115.4547276,13329.79412,0,0,0,1,0,0,0,0,0,149.8235294,181.5,2.0,456,0,0,0,0,0,0,14,2541,3,6,29200,0,11,32,3206672.5,4534124.952,6412783,562,19300000.0,18800000.0,51400000,5900922,1
80,116227917,18,15,2215,2298,1125,0,123.0555556,358.1945696,1186,0,153.2,404.5355715,38.82888136,0.283924902,3632122.406,4853305.403,10200000,57,116000000,6836936.294,4779325.127,10200000,218,113000000,8061149.857,4294604.974,10200000,16681,0,0,0,0,584,488,0.154868129,0.129056774,0,1186,132.7352941,369.1854514,136297.8975,0,0,0,1,0,0,0,0,0,136.7575758,123.0555556,153.2,584,0,0,0,0,0,0,18,2215,15,2298,29200,375,2,32,74667.27273,125406.8298,452783,36630,10200000.0,60240.67501,10200000,10000000,0
443,3126605,13,12,937,6654,501,0,72.0769230769,149.9163441937,1448,0,554.5,675.8946259992,2427.8730444044,7.9958933092,130275.208333333,514197.121856892,2528014,0,598588,49882.3333333333,79894.5599630974,271034,0,3049239,277203.545454545,753683.587783675,2528085,3,0,0,0,0,428,392,4.1578645208,3.8380287884,0,1448,291.9615384615,522.9059939048,273430.678461538,0,0,0,1,0,0,0,0,0,303.64,72.0769230769,554.5,428,0,0,0,0,0,0,13,937,12,6654,65535,66,5,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,76832,1,1,67,128,67,67,67.0,0.0,128,128,128.0,0.0,2538.004998,26.03082049,76832.0,0.0,76832,76832,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,44,13.01541025,13.01541025,67,128,87.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,131.0,67.0,128.0,32,0,0,0,0,0,0,1,67,1,128,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,83876176,7,6,321,11595,321,0,45.85714286,121.3265958,4344,0,1932.5,1754.831473,142.0665625,0.154990375,6989681.333,24200000.0,83700000,1,83700000,14000000.0,34200000.0,83700000,1,148491,29698.2,59211.99697,135143,47,0,0,0,0,232,200,0.083456356,0.071534019,0,4344,851.1428571,1461.435746,2135794.44,0,0,0,0,1,0,0,0,0,916.6153846,45.85714286,1932.5,232,0,0,0,0,0,0,7,321,6,11595,274,235,1,32,6.0,0.0,6,6,83700000.0,0.0,83700000,83700000,1
80,98885,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,117581.0285,70.7893007,16480.83333,29205.42072,72602,62,26007,13003.5,16979.75514,25010,997,98823,32941.0,36707.08165,72602,162,0,0,0,0,72,92,30.33827173,40.45102897,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
53,331,2,2,62,318,31,31,31.0,0.0,159,159,159.0,0.0,1148036.254,12084.59215,110.3333333,186.7734813,326,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,40,40,6042.296073,6042.296073,31,159,82.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,102.75,31.0,159.0,40,0,0,0,0,0,0,2,62,2,318,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
50207,228,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13157.89474,114.0,93.33809512,180,48,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,32,64,4385.964912,8771.929825,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,269,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,173547,10,4,867,799,629,0,86.7,195.746463,661,0,199.75,314.3059815,9599.704979,80.66978974,13349.76923,30540.80931,112353,36,173547,19283.0,36394.94077,112353,42,46043,15347.66667,270.1579785,15623,15083,0,0,0,0,332,136,57.62127839,23.04851135,0,661,111.0666667,222.1561441,49353.35238,0,0,0,1,0,0,0,0,0,119.0,86.7,199.75,332,0,0,0,0,0,0,10,867,4,799,65535,62,5,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,23258,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,85.99191676,23258.0,0.0,23258,23258,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.99595838,42.99595838,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,229,29,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,840600,4,4,438,2278,426,0,109.5,211.0189565,2266,0,569.5,1131.003537,3231.025458,9.517011658,120085.7143,288793.2606,774084,5,840588,280196.0,427719.8364,774084,32761,807862,269287.3333,465576.0839,806888,5,0,0,0,0,92,92,4.758505829,4.758505829,0,2266,301.7777778,749.728914,562093.4444,0,0,0,1,0,0,0,0,1,339.5,109.5,569.5,92,0,0,0,0,0,0,4,438,4,2278,8192,237,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
1106,99,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,161616.1616,40404.0404,33.0,27.71281292,49,1,49,49.0,0.0,49,49,1,1.0,0.0,1,1,0,0,0,0,48,40,20202.0202,20202.0202,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,108544,11,7,825,3922,373,0,75.0,129.3305841632,1498,0,560.2857142857,705.6483341074,43733.4168632076,165.8313679245,6384.9411764706,9752.355641527,23091,0,108544,10854.4,11505.7997375237,24357,0,86394,14399.0,15442.812684223,36811,216,0,0,0,0,364,232,101.3413915094,64.4899764151,0,1498,249.8421052632,484.6657798201,234900.918128655,0,0,0,1,0,0,0,0,0,263.7222222222,75.0,560.2857142857,364,0,0,0,0,0,0,11,825,7,3922,65535,122,5,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23401,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,5042.51955,85.46643306,23401.0,0.0,23401,23401,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,42.73321653,42.73321653,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,4198989,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,43.10561423,1.428915389,839797.8,1823677.302,4101775,3,4198989,1049747.25,2035192.9,4101775,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.190762824,0.238152565,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,256,351,4,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,32165,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,3730.763252,62.17938753,32165.0,0.0,32165,32165,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,40,31.08969377,31.08969377,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,20,0,0,0,0,0,0,1,52,1,68,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23680,1,1,46,124,46,46,46.0,0.0,124,124,124.0,0.0,7179.054054,84.45945946,23680.0,0.0,23680,23680,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.22972973,42.22972973,46,124,72.0,45.033321,2028.0,0,0,0,0,0,0,0,0,1,108.0,46.0,124.0,32,0,0,0,0,0,0,1,46,1,124,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
52097,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,4171,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,168,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1642857.143,23809.52381,56.0,90.93404203,161,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,11904.7619,11904.7619,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2920,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,0
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,306,2,2,76,394,38,38,38.0,0.0,197,197,197.0,0.0,1535947.712,13071.89542,102.0,174.9371316,304,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,6535.947712,6535.947712,38,197,101.6,87.08788664,7584.3,0,0,0,0,0,0,0,0,1,127.0,38.0,197.0,64,0,0,0,0,0,0,2,76,2,394,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,92770,2,2,76,234,38,38,38.0,0.0,117,117,117.0,0.0,3341.597499,43.11738709,30923.33333,53517.48858,92720,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,80,64,21.55869354,21.55869354,38,117,69.6,43.27008204,1872.3,0,0,0,0,0,0,0,0,1,87.0,38.0,117.0,80,0,0,0,0,0,0,2,76,2,234,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30831,4,2,164,152,41,41,41.0,0.0,76,76,76.0,0.0,10249.42428,194.6093218,6166.2,11774.43912,27023,3,27030,9010.0,15599.71561,27023,3,4,4.0,0.0,4,4,0,0,0,0,80,40,129.7395479,64.86977393,41,76,51.0,17.07825128,291.6666667,0,0,0,0,0,0,0,0,0,59.5,41.0,76.0,80,0,0,0,0,0,0,4,164,2,152,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,218,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1229357.798,18348.62385,72.66666667,83.76952509,166,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,40,9174.311927,9174.311927,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,40,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,234409,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,51.19257366,8.532095611,234409.0,0.0,234409,234409,234409,234409.0,0.0,234409,234409,0,0.0,0.0,0,0,0,0,0,0,40,0,8.532095611,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16262,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,208,2,2,68,196,34,34,34.0,0.0,98,98,98.0,0.0,1269230.769,19230.76923,69.33333333,79.87698876,158,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,40,40,9615.384615,9615.384615,34,98,59.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,74.5,34.0,98.0,40,0,0,0,0,0,0,2,68,2,196,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,180,2,2,60,360,30,30,30.0,0.0,180,180,180.0,0.0,2333333.333,22222.22222,60.0,98.72689603,174,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,11111.11111,11111.11111,30,180,90.0,82.15838363,6750.0,0,0,0,0,0,0,0,0,1,112.5,30.0,180.0,40,0,0,0,0,0,0,2,60,2,360,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,259,2,2,76,300,38,38,38.0,0.0,150,150,150.0,0.0,1451737.452,15444.01544,86.33333333,66.39528096,163,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,64,64,7722.007722,7722.007722,38,150,82.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,103.5,38.0,150.0,64,0,0,0,0,0,0,2,76,2,300,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
2654,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,35134,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,100410943,7,7,334,11595,328,0,47.71428571,123.6146085,4344,0,1656.428571,1547.737688,118.8017924,0.139427034,7723918.692,27800000.0,100000000,1,100000000,16700000.0,40900000.0,100000000,1,152655,25442.5,55487.08798,138133,46,0,0,0,0,220,232,0.069713517,0.069713517,0,4344,795.2666667,1314.754864,1728580.352,0,0,0,0,1,0,0,0,1,852.0714286,47.71428571,1656.428571,220,0,0,0,0,0,0,7,334,7,11595,251,235,2,20,2028.0,0.0,2028,2028,100000000.0,0.0,100000000,100000000,1
53,61593,4,2,140,332,35,35,35.0,0.0,166,166,166.0,0.0,7663.208481,97.41366714,12318.6,16863.87147,30845,3,30851,10283.66667,17806.637,30845,3,3,3.0,0.0,3,3,0,0,0,0,80,40,64.94244476,32.47122238,35,166,72.42857143,63.92145478,4085.952381,0,0,0,0,0,0,0,0,0,84.5,35.0,166.0,80,0,0,0,0,0,0,4,140,2,332,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,0
55228,93,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21505.37634,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10752.68817,10752.68817,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,365,275,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
465,1771897,16,24,1380,4574,362,0,86.25,86.45576904,1430,0,190.5833333,409.2062217,3360.240465,22.57467562,45433.25641,119387.8729,735959,3,1721860,114790.6667,196661.4639,785718,1279,1722480,74890.43478,149594.4813,735959,3,0,0,0,0,332,492,9.029870246,13.54480537,0,1430,145.2195122,319.7490823,102239.4756,0,0,0,1,0,0,0,0,1,148.85,86.25,190.5833333,332,0,0,0,0,0,0,16,1380,24,4574,8192,176,15,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,103132,4,2,188,304,47,47,47.0,0.0,152,152,152.0,0.0,4770.585269,58.17786914,20626.4,28672.72768,58569,1,58571,19523.66667,33814.25057,58569,1,3,3.0,0.0,3,3,0,0,0,0,128,64,38.78524609,19.39262305,47,152,77.0,51.23475383,2625.0,0,0,0,0,0,0,0,0,0,89.83333333,47.0,152.0,128,0,0,0,0,0,0,4,188,2,304,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,25084,1,1,71,153,71,71,71.0,0.0,153,153,153.0,0.0,8929.995216,79.73210014,25084.0,0.0,25084,25084,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,39.86605007,39.86605007,71,153,98.33333333,47.34272207,2241.333333,0,0,0,0,0,0,0,0,1,147.5,71.0,153.0,20,0,0,0,0,0,0,1,71,1,153,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,3207086,6,6,204,570,34,34,34.0,0.0,95,95,95.0,0.0,241.34058145,3.7417144411,291553.272727273,500306.760186806,1266828,1,1027845,205569.0,444295.117943018,1000057,3,912413,182482.6,408003.24995311,912341,1,0,0,0,0,192,144,1.8708572205,1.8708572205,34,95,62.1538461538,31.6513458214,1001.8076923077,0,0,0,0,0,0,0,0,1,67.3333333333,34.0,95.0,192,0,0,0,0,0,0,6,204,6,570,-1,-1,5,32,0.0,0.0,0,0,0.0,0.0,0,0,0
53,372,1,1,49,103,49,49,49.0,0.0,103,103,103.0,0.0,408602.1505,5376.344086,372.0,0.0,372,372,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2688.172043,2688.172043,49,103,67.0,31.17691454,972.0,0,0,0,0,0,0,0,0,1,100.5,49.0,103.0,20,0,0,0,0,0,0,1,49,1,103,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
